Date/time  Mean wind speed (m/s)
01-Jan-2023-00:00:00  3.98
01-Jan-2023-00:10:00  2.97
01-Jan-2023-00:20:00 10.02
01-Jan-2023-00:30:00  2.87
01-Jan-2023-00:40:00  5.49
01-Jan-2023-00:50:00 10.52
01-Jan-2023-01:00:00  8.27
01-Jan-2023-01:10:00  6.13
01-Jan-2023-01:20:00  2.14
01-Jan-2023-01:30:00  1.98
01-Jan-2023-01:40:00  9.59
01-Jan-2023-01:50:00  1.84
01-Jan-2023-02:00:00  2.15
01-Jan-2023-02:10:00  6.59
01-Jan-2023-02:20:00  4.11
01-Jan-2023-02:30:00  9.80
01-Jan-2023-02:40:00  7.07
01-Jan-2023-02:50:00  2.84
01-Jan-2023-03:00:00  4.19
01-Jan-2023-03:10:00  2.10
01-Jan-2023-03:20:00  5.31
01-Jan-2023-03:30:00 12.14
01-Jan-2023-03:40:00  3.64
01-Jan-2023-03:50:00  2.56
01-Jan-2023-04:00:00  5.13
01-Jan-2023-04:10:00  4.49
01-Jan-2023-04:20:00  4.61
01-Jan-2023-04:30:00  7.30
01-Jan-2023-04:40:00  5.31
01-Jan-2023-04:50:00  9.41
01-Jan-2023-05:00:00  4.92
01-Jan-2023-05:10:00 12.30
01-Jan-2023-05:20:00  8.29
01-Jan-2023-05:30:00 11.75
01-Jan-2023-05:40:00 10.52
01-Jan-2023-05:50:00  3.89
01-Jan-2023-06:00:00  5.01
01-Jan-2023-06:10:00  7.93
01-Jan-2023-06:20:00  2.28
01-Jan-2023-06:30:00 12.19
01-Jan-2023-06:40:00  6.94
01-Jan-2023-06:50:00  7.39
01-Jan-2023-07:00:00  4.42
01-Jan-2023-07:10:00  4.16
01-Jan-2023-07:20:00  9.22
01-Jan-2023-07:30:00  6.55
01-Jan-2023-07:40:00  6.89
01-Jan-2023-07:50:00  5.38
01-Jan-2023-08:00:00  4.89
01-Jan-2023-08:10:00  4.52
01-Jan-2023-08:20:00  8.30
01-Jan-2023-08:30:00  5.13
01-Jan-2023-08:40:00  5.32
01-Jan-2023-08:50:00  9.52
01-Jan-2023-09:00:00 10.15
01-Jan-2023-09:10:00  6.49
01-Jan-2023-09:20:00  2.09
01-Jan-2023-09:30:00  7.73
01-Jan-2023-09:40:00  5.84
01-Jan-2023-09:50:00  8.81
01-Jan-2023-10:00:00  4.55
01-Jan-2023-10:10:00  8.50
01-Jan-2023-10:20:00  6.43
01-Jan-2023-10:30:00  4.97
01-Jan-2023-10:40:00  3.16
01-Jan-2023-10:50:00  2.10
01-Jan-2023-11:00:00  6.13
01-Jan-2023-11:10:00  9.85
01-Jan-2023-11:20:00  9.70
01-Jan-2023-11:30:00  8.47
01-Jan-2023-11:40:00  3.72
01-Jan-2023-11:50:00  8.50
01-Jan-2023-12:00:00  3.98
01-Jan-2023-12:10:00  8.61
01-Jan-2023-12:20:00  2.64
01-Jan-2023-12:30:00  7.65
01-Jan-2023-12:40:00  9.11
01-Jan-2023-12:50:00  8.54
01-Jan-2023-13:00:00  5.61
01-Jan-2023-13:10:00  6.68
01-Jan-2023-13:20:00  7.63
01-Jan-2023-13:30:00  3.82
01-Jan-2023-13:40:00  5.84
01-Jan-2023-13:50:00  6.11
01-Jan-2023-14:00:00  2.82
01-Jan-2023-14:10:00  8.21
01-Jan-2023-14:20:00  4.50
01-Jan-2023-14:30:00  4.52
01-Jan-2023-14:40:00  7.40
01-Jan-2023-14:50:00  5.97
01-Jan-2023-15:00:00 10.96
01-Jan-2023-15:10:00 11.51
01-Jan-2023-15:20:00  6.25
01-Jan-2023-15:30:00  4.30
01-Jan-2023-15:40:00  2.56
01-Jan-2023-15:50:00  9.98
01-Jan-2023-16:00:00  5.97
01-Jan-2023-16:10:00  6.71
01-Jan-2023-16:20:00 13.60
01-Jan-2023-16:30:00  7.76
01-Jan-2023-16:40:00  9.53
01-Jan-2023-16:50:00  4.17
01-Jan-2023-17:00:00  7.98
01-Jan-2023-17:10:00  6.26
01-Jan-2023-17:20:00  9.48
01-Jan-2023-17:30:00  5.72
01-Jan-2023-17:40:00  8.42
01-Jan-2023-17:50:00  5.32
01-Jan-2023-18:00:00  5.05
01-Jan-2023-18:10:00  4.57
01-Jan-2023-18:20:00  6.85
01-Jan-2023-18:30:00 10.78
01-Jan-2023-18:40:00  8.76
01-Jan-2023-18:50:00  2.87
01-Jan-2023-19:00:00  9.66
01-Jan-2023-19:10:00  3.87
01-Jan-2023-19:20:00  6.19
01-Jan-2023-19:30:00  0.81
01-Jan-2023-19:40:00 10.90
01-Jan-2023-19:50:00  6.91
01-Jan-2023-20:00:00 10.35
01-Jan-2023-20:10:00  2.05
01-Jan-2023-20:20:00 14.70
01-Jan-2023-20:30:00  4.34
01-Jan-2023-20:40:00  3.95
01-Jan-2023-20:50:00  3.42
01-Jan-2023-21:00:00 10.77
01-Jan-2023-21:10:00  7.24
01-Jan-2023-21:20:00  8.45
01-Jan-2023-21:30:00  4.12
01-Jan-2023-21:40:00  7.00
01-Jan-2023-21:50:00  2.91
01-Jan-2023-22:00:00  9.28
01-Jan-2023-22:10:00  8.41
01-Jan-2023-22:20:00  9.75
01-Jan-2023-22:30:00  9.89
01-Jan-2023-22:40:00  3.42
01-Jan-2023-22:50:00  5.88
01-Jan-2023-23:00:00  6.11
01-Jan-2023-23:10:00  9.76
01-Jan-2023-23:20:00  3.59
01-Jan-2023-23:30:00  5.57
01-Jan-2023-23:40:00  7.64
01-Jan-2023-23:50:00  6.38
02-Jan-2023-00:00:00  7.23
02-Jan-2023-00:10:00 10.95
02-Jan-2023-00:20:00  8.65
02-Jan-2023-00:30:00 10.08
02-Jan-2023-00:40:00  9.26
02-Jan-2023-00:50:00  8.65
02-Jan-2023-01:00:00  7.11
02-Jan-2023-01:10:00 11.64
02-Jan-2023-01:20:00  3.01
02-Jan-2023-01:30:00  2.38
02-Jan-2023-01:40:00  6.55
02-Jan-2023-01:50:00  6.56
02-Jan-2023-02:00:00  7.75
02-Jan-2023-02:10:00  3.05
02-Jan-2023-02:20:00  7.49
02-Jan-2023-02:30:00 10.27
02-Jan-2023-02:40:00  4.29
02-Jan-2023-02:50:00  7.32
02-Jan-2023-03:00:00  8.63
02-Jan-2023-03:10:00  7.21
02-Jan-2023-03:20:00 10.54
02-Jan-2023-03:30:00  9.95
02-Jan-2023-03:40:00  2.43
02-Jan-2023-03:50:00  2.17
02-Jan-2023-04:00:00  5.92
02-Jan-2023-04:10:00 11.35
02-Jan-2023-04:20:00  8.70
02-Jan-2023-04:30:00  7.62
02-Jan-2023-04:40:00  3.92
02-Jan-2023-04:50:00 13.28
02-Jan-2023-05:00:00 11.86
02-Jan-2023-05:10:00  9.44
02-Jan-2023-05:20:00  5.36
02-Jan-2023-05:30:00  4.71
02-Jan-2023-05:40:00  5.37
02-Jan-2023-05:50:00  6.85
02-Jan-2023-06:00:00  6.13
02-Jan-2023-06:10:00  8.11
02-Jan-2023-06:20:00  4.60
02-Jan-2023-06:30:00  9.20
02-Jan-2023-06:40:00  5.07
02-Jan-2023-06:50:00  9.26
02-Jan-2023-07:00:00  7.50
02-Jan-2023-07:10:00  5.54
02-Jan-2023-07:20:00  4.29
02-Jan-2023-07:30:00 10.84
02-Jan-2023-07:40:00  2.64
02-Jan-2023-07:50:00  4.33
02-Jan-2023-08:00:00  6.58
02-Jan-2023-08:10:00  6.96
02-Jan-2023-08:20:00  6.88
02-Jan-2023-08:30:00  8.02
02-Jan-2023-08:40:00  6.41
02-Jan-2023-08:50:00  6.40
02-Jan-2023-09:00:00  3.95
02-Jan-2023-09:10:00  4.16
02-Jan-2023-09:20:00  5.40
02-Jan-2023-09:30:00  7.41
02-Jan-2023-09:40:00  4.01
02-Jan-2023-09:50:00  6.23
02-Jan-2023-10:00:00  7.64
02-Jan-2023-10:10:00  2.48
02-Jan-2023-10:20:00  3.34
02-Jan-2023-10:30:00  6.10
02-Jan-2023-10:40:00  5.56
02-Jan-2023-10:50:00  5.83
02-Jan-2023-11:00:00  8.99
02-Jan-2023-11:10:00  8.07
02-Jan-2023-11:20:00  6.70
02-Jan-2023-11:30:00  8.74
02-Jan-2023-11:40:00  3.69
02-Jan-2023-11:50:00  9.13
02-Jan-2023-12:00:00  8.79
02-Jan-2023-12:10:00  9.42
02-Jan-2023-12:20:00  8.77
02-Jan-2023-12:30:00  6.96
02-Jan-2023-12:40:00  7.98
02-Jan-2023-12:50:00  2.73
02-Jan-2023-13:00:00  7.01
02-Jan-2023-13:10:00  9.25
02-Jan-2023-13:20:00  2.99
02-Jan-2023-13:30:00  1.58
02-Jan-2023-13:40:00  6.94
02-Jan-2023-13:50:00 10.28
02-Jan-2023-14:00:00  8.47
02-Jan-2023-14:10:00  7.17
02-Jan-2023-14:20:00  5.77
02-Jan-2023-14:30:00  8.43
02-Jan-2023-14:40:00  5.71
02-Jan-2023-14:50:00  4.88
02-Jan-2023-15:00:00  8.84
02-Jan-2023-15:10:00 10.17
02-Jan-2023-15:20:00  8.11
02-Jan-2023-15:30:00  7.91
02-Jan-2023-15:40:00  7.05
02-Jan-2023-15:50:00  6.42
02-Jan-2023-16:00:00 10.75
02-Jan-2023-16:10:00  8.43
02-Jan-2023-16:20:00  4.11
02-Jan-2023-16:30:00 12.43
02-Jan-2023-16:40:00  2.64
02-Jan-2023-16:50:00  4.72
02-Jan-2023-17:00:00  6.56
02-Jan-2023-17:10:00  5.89
02-Jan-2023-17:20:00  8.67
02-Jan-2023-17:30:00  6.79
02-Jan-2023-17:40:00  2.02
02-Jan-2023-17:50:00  6.13
02-Jan-2023-18:00:00  6.32
02-Jan-2023-18:10:00  8.73
02-Jan-2023-18:20:00  6.56
02-Jan-2023-18:30:00  5.55
02-Jan-2023-18:40:00  5.13
02-Jan-2023-18:50:00  7.28
02-Jan-2023-19:00:00  7.50
02-Jan-2023-19:10:00  1.28
02-Jan-2023-19:20:00 12.06
02-Jan-2023-19:30:00  3.23
02-Jan-2023-19:40:00  2.87
02-Jan-2023-19:50:00  4.15
02-Jan-2023-20:00:00 10.49
02-Jan-2023-20:10:00  8.43
02-Jan-2023-20:20:00  7.77
02-Jan-2023-20:30:00  5.13
02-Jan-2023-20:40:00  9.88
02-Jan-2023-20:50:00  4.79
02-Jan-2023-21:00:00 10.35
02-Jan-2023-21:10:00  5.33
02-Jan-2023-21:20:00  6.52
02-Jan-2023-21:30:00  4.31
02-Jan-2023-21:40:00  4.85
02-Jan-2023-21:50:00  3.00
02-Jan-2023-22:00:00  3.16
02-Jan-2023-22:10:00  7.78
02-Jan-2023-22:20:00  4.98
02-Jan-2023-22:30:00  9.10
02-Jan-2023-22:40:00 12.36
02-Jan-2023-22:50:00  4.61
02-Jan-2023-23:00:00  6.48
02-Jan-2023-23:10:00  6.63
02-Jan-2023-23:20:00  2.99
02-Jan-2023-23:30:00  5.66
02-Jan-2023-23:40:00  5.60
02-Jan-2023-23:50:00  3.53
03-Jan-2023-00:00:00  4.07
03-Jan-2023-00:10:00  5.91
03-Jan-2023-00:20:00  9.27
03-Jan-2023-00:30:00  8.65
03-Jan-2023-00:40:00  3.22
03-Jan-2023-00:50:00 12.45
03-Jan-2023-01:00:00  6.55
03-Jan-2023-01:10:00  9.45
03-Jan-2023-01:20:00  1.62
03-Jan-2023-01:30:00  4.86
03-Jan-2023-01:40:00  6.47
03-Jan-2023-01:50:00  6.69
03-Jan-2023-02:00:00 11.35
03-Jan-2023-02:10:00  5.11
03-Jan-2023-02:20:00 11.88
03-Jan-2023-02:30:00 11.06
03-Jan-2023-02:40:00  6.32
03-Jan-2023-02:50:00 10.53
03-Jan-2023-03:00:00  3.95
03-Jan-2023-03:10:00  3.95
03-Jan-2023-03:20:00  4.78
03-Jan-2023-03:30:00  9.69
03-Jan-2023-03:40:00  5.28
03-Jan-2023-03:50:00  6.34
03-Jan-2023-04:00:00  1.78
03-Jan-2023-04:10:00  5.36
03-Jan-2023-04:20:00  4.11
03-Jan-2023-04:30:00  6.83
03-Jan-2023-04:40:00  6.99
03-Jan-2023-04:50:00  3.88
03-Jan-2023-05:00:00 10.79
03-Jan-2023-05:10:00  9.93
03-Jan-2023-05:20:00  9.39
03-Jan-2023-05:30:00  7.31
03-Jan-2023-05:40:00  3.82
03-Jan-2023-05:50:00  4.09
03-Jan-2023-06:00:00 11.33
03-Jan-2023-06:10:00  7.25
03-Jan-2023-06:20:00  6.28
03-Jan-2023-06:30:00  7.11
03-Jan-2023-06:40:00  5.30
03-Jan-2023-06:50:00  5.52
03-Jan-2023-07:00:00  8.15
03-Jan-2023-07:10:00  7.00
03-Jan-2023-07:20:00 13.27
03-Jan-2023-07:30:00  1.44
03-Jan-2023-07:40:00  9.46
03-Jan-2023-07:50:00 10.36
03-Jan-2023-08:00:00  7.46
03-Jan-2023-08:10:00  9.09
03-Jan-2023-08:20:00  6.55
03-Jan-2023-08:30:00  7.74
03-Jan-2023-08:40:00  2.26
03-Jan-2023-08:50:00  2.77
03-Jan-2023-09:00:00 11.55
03-Jan-2023-09:10:00  4.66
03-Jan-2023-09:20:00  8.36
03-Jan-2023-09:30:00  7.06
03-Jan-2023-09:40:00  6.12
03-Jan-2023-09:50:00  2.42
03-Jan-2023-10:00:00  7.10
03-Jan-2023-10:10:00  1.47
03-Jan-2023-10:20:00  8.07
03-Jan-2023-10:30:00  4.96
03-Jan-2023-10:40:00  5.23
03-Jan-2023-10:50:00  6.19
03-Jan-2023-11:00:00  4.98
03-Jan-2023-11:10:00  5.23
03-Jan-2023-11:20:00  9.33
03-Jan-2023-11:30:00 10.01
03-Jan-2023-11:40:00  0.46
03-Jan-2023-11:50:00  9.41
03-Jan-2023-12:00:00 12.27
03-Jan-2023-12:10:00  6.02
03-Jan-2023-12:20:00  3.27
03-Jan-2023-12:30:00  5.21
03-Jan-2023-12:40:00  9.18
03-Jan-2023-12:50:00  7.49
03-Jan-2023-13:00:00  6.77
03-Jan-2023-13:10:00  1.52
03-Jan-2023-13:20:00  9.60
03-Jan-2023-13:30:00  3.57
03-Jan-2023-13:40:00  5.40
03-Jan-2023-13:50:00  7.43
03-Jan-2023-14:00:00  9.18
03-Jan-2023-14:10:00  7.02
03-Jan-2023-14:20:00  6.61
03-Jan-2023-14:30:00 10.12
03-Jan-2023-14:40:00  5.81
03-Jan-2023-14:50:00  8.79
03-Jan-2023-15:00:00  7.36
03-Jan-2023-15:10:00  5.86
03-Jan-2023-15:20:00  8.53
03-Jan-2023-15:30:00  8.16
03-Jan-2023-15:40:00  5.60
03-Jan-2023-15:50:00  8.40
03-Jan-2023-16:00:00  3.89
03-Jan-2023-16:10:00  1.49
03-Jan-2023-16:20:00  4.72
03-Jan-2023-16:30:00  7.70
03-Jan-2023-16:40:00  5.85
03-Jan-2023-16:50:00 10.33
03-Jan-2023-17:00:00  2.97
03-Jan-2023-17:10:00  3.30
03-Jan-2023-17:20:00  3.95
03-Jan-2023-17:30:00  8.44
03-Jan-2023-17:40:00  5.78
03-Jan-2023-17:50:00 12.78
03-Jan-2023-18:00:00  7.04
03-Jan-2023-18:10:00  7.97
03-Jan-2023-18:20:00  9.54
03-Jan-2023-18:30:00  9.32
03-Jan-2023-18:40:00  7.06
03-Jan-2023-18:50:00 10.58
03-Jan-2023-19:00:00  5.74
03-Jan-2023-19:10:00  6.70
03-Jan-2023-19:20:00  5.00
03-Jan-2023-19:30:00  4.97
03-Jan-2023-19:40:00  5.44
03-Jan-2023-19:50:00 12.23
03-Jan-2023-20:00:00 11.12
03-Jan-2023-20:10:00  7.91
03-Jan-2023-20:20:00  6.25
03-Jan-2023-20:30:00  5.32
03-Jan-2023-20:40:00  7.18
03-Jan-2023-20:50:00  3.93
03-Jan-2023-21:00:00  4.82
03-Jan-2023-21:10:00  1.89
03-Jan-2023-21:20:00  6.24
03-Jan-2023-21:30:00  7.86
03-Jan-2023-21:40:00 10.37
03-Jan-2023-21:50:00  5.65
03-Jan-2023-22:00:00  4.31
03-Jan-2023-22:10:00  7.06
03-Jan-2023-22:20:00 10.64
03-Jan-2023-22:30:00  8.39
03-Jan-2023-22:40:00  9.64
03-Jan-2023-22:50:00  8.25
03-Jan-2023-23:00:00  6.93
03-Jan-2023-23:10:00  6.27
03-Jan-2023-23:20:00  6.80
03-Jan-2023-23:30:00  3.35
03-Jan-2023-23:40:00  6.34
03-Jan-2023-23:50:00  2.40
04-Jan-2023-00:00:00  5.45
04-Jan-2023-00:10:00  2.13
04-Jan-2023-00:20:00  8.64
04-Jan-2023-00:30:00  5.15
04-Jan-2023-00:40:00  8.18
04-Jan-2023-00:50:00  5.19
04-Jan-2023-01:00:00  5.00
04-Jan-2023-01:10:00 11.14
04-Jan-2023-01:20:00  8.50
04-Jan-2023-01:30:00  8.81
04-Jan-2023-01:40:00  5.22
04-Jan-2023-01:50:00  3.68
04-Jan-2023-02:00:00  7.69
04-Jan-2023-02:10:00  4.29
04-Jan-2023-02:20:00  5.16
04-Jan-2023-02:30:00 14.28
04-Jan-2023-02:40:00  5.72
04-Jan-2023-02:50:00  7.35
04-Jan-2023-03:00:00  2.83
04-Jan-2023-03:10:00 16.11
04-Jan-2023-03:20:00  6.76
04-Jan-2023-03:30:00  7.05
04-Jan-2023-03:40:00  6.77
04-Jan-2023-03:50:00  4.38
04-Jan-2023-04:00:00  7.88
04-Jan-2023-04:10:00  4.25
04-Jan-2023-04:20:00  6.69
04-Jan-2023-04:30:00 12.14
04-Jan-2023-04:40:00  9.36
04-Jan-2023-04:50:00  4.79
04-Jan-2023-05:00:00  6.68
04-Jan-2023-05:10:00  9.65
04-Jan-2023-05:20:00  7.72
04-Jan-2023-05:30:00  5.68
04-Jan-2023-05:40:00  9.17
04-Jan-2023-05:50:00  4.65
04-Jan-2023-06:00:00  8.62
04-Jan-2023-06:10:00  2.81
04-Jan-2023-06:20:00  8.36
04-Jan-2023-06:30:00  4.42
04-Jan-2023-06:40:00  9.20
04-Jan-2023-06:50:00  8.19
04-Jan-2023-07:00:00 10.64
04-Jan-2023-07:10:00  5.91
04-Jan-2023-07:20:00  5.10
04-Jan-2023-07:30:00  6.13
04-Jan-2023-07:40:00  7.04
04-Jan-2023-07:50:00  5.40
04-Jan-2023-08:00:00  5.37
04-Jan-2023-08:10:00  5.13
04-Jan-2023-08:20:00  5.46
04-Jan-2023-08:30:00  2.37
04-Jan-2023-08:40:00  8.97
04-Jan-2023-08:50:00  4.89
04-Jan-2023-09:00:00  8.68
04-Jan-2023-09:10:00 10.14
04-Jan-2023-09:20:00  5.68
04-Jan-2023-09:30:00  6.85
04-Jan-2023-09:40:00  6.79
04-Jan-2023-09:50:00  5.26
04-Jan-2023-10:00:00  4.38
04-Jan-2023-10:10:00  7.65
04-Jan-2023-10:20:00  5.26
04-Jan-2023-10:30:00  7.12
04-Jan-2023-10:40:00  3.71
04-Jan-2023-10:50:00  3.80
04-Jan-2023-11:00:00  8.48
04-Jan-2023-11:10:00  5.63
04-Jan-2023-11:20:00  5.87
04-Jan-2023-11:30:00  6.17
04-Jan-2023-11:40:00  3.41
04-Jan-2023-11:50:00  8.40
04-Jan-2023-12:00:00  7.92
04-Jan-2023-12:10:00 10.14
04-Jan-2023-12:20:00  2.47
04-Jan-2023-12:30:00  5.39
04-Jan-2023-12:40:00  6.63
04-Jan-2023-12:50:00  5.44
04-Jan-2023-13:00:00  6.14
04-Jan-2023-13:10:00  5.38
04-Jan-2023-13:20:00  6.15
04-Jan-2023-13:30:00  4.80
04-Jan-2023-13:40:00  6.31
04-Jan-2023-13:50:00  0.99
04-Jan-2023-14:00:00  8.87
04-Jan-2023-14:10:00 10.37
